Customer_ID,Name_and_Surname,Age,Gender,Location,Income_Level,Policy_Type,Premium_Amount,Dependents,Payment_Method,Late_Payments,Missed_Payments,Number_of_Complaints,Claims_Filed,Customer_Tenure,Service_Satisfaction,Churn_Percentage
939,Rumbidzai Mhlanga,71,Female,Marondera,Low,Individual,54,3,Cash,8,4,2,0,6,1,100
940,Tinashe Mutasa,46,Male,Kadoma,Low,Family,96,3,Cash,7,0,1,3,1,2,79
941,Farai Munyoro,52,Female,Masvingo,Low,Individual,68,3,Ecocash,3,3,3,2,8,3,90
942,Rudo Mashiri,36,Female,Marondera,High,Individual,99,0,Cash,9,1,0,0,5,1,92
943,Simbarashe Nkala,44,Female,Masvingo,Medium,Individual,69,5,Ecocash,6,1,2,1,7,5,65
944,Tariro Dube,22,Male,Norton,Low,Individual,42,5,Bank Debit,7,0,4,0,3,1,100
945,Shamiso Mupamhanga,58,Female,Bulawayo,Medium,Individual,79,1,Ecocash,0,2,3,0,4,4,60
946,Anesu Munyai,63,Female,Norton,Medium,Individual,117,5,Ecocash,5,5,0,3,1,4,78
947,Precious Mupinga,54,Male,Norton,Medium,Individual,104,1,Cash,3,4,1,1,1,1,95
948,Shamiso Mupunga,23,Female,Bulawayo,Medium,Family,67,1,Ecocash,6,2,4,0,4,1,100
949,Tawanda Munetsi,28,Male,Bulawayo,Medium,Individual,34,3,Ecocash,5,5,2,1,6,5,88
950,Memory Chikore,34,Female,Gweru,Low,Individual,70,4,Ecocash,1,0,3,3,7,3,59
951,Takudzwa Chikwanda,63,Male,Victoria Falls,Medium,Individual,104,0,Cash,0,1,0,3,1,3,33
952,Nyarai Munetsi,62,Female,Bulawayo,High,Family,66,0,Mobile Money,1,5,2,1,9,1,100
953,Elton Mutsvairo,19,Male,Kadoma,High,Individual,33,2,Mobile Money,1,4,4,1,1,3,99
954,Tapiwa Mapfumo,46,Female,Chitungwiza,Low,Family,87,0,Cash,5,0,4,0,5,4,81
955,Tonderai Munyai,53,Male,Gweru,High,Individual,69,5,Mobile Money,9,5,1,2,4,5,98
956,Faith Munyai,72,Female,Mutare,Medium,Individual,115,5,Mobile Money,7,0,2,0,2,1,95
957,Rudo Munyoro,26,Female,Bulawayo,High,Individual,58,3,Bank Debit,6,1,4,2,1,1,100
958,Blessing Masango,46,Male,Bulawayo,Medium,Family,118,0,Bank Debit,6,3,0,1,6,4,67
959,Fadzai Mupunga,68,Male,Mutare,High,Individual,21,0,Cash,4,4,3,1,3,5,86
960,Anesu Mutsvangwa,43,Male,Harare,Medium,Individual,16,1,Bank Debit,0,3,2,1,7,2,73
961,Kudzai Sibanda,21,Female,Kwekwe,Low,Family,70,2,Bank Debit,3,5,1,3,1,4,78
962,Tanaka Dube,58,Female,Gweru,High,Individual,35,5,Ecocash,3,0,2,1,4,3,59
963,Takudzwa Masango,46,Female,Masvingo,Medium,Individual,47,0,Bank Debit,0,2,3,2,8,2,76
964,Faith Mapfumo,73,Male,Kwekwe,Medium,Individual,78,2,Cash,8,3,3,2,1,4,100
965,Farai Mutasa,31,Male,Norton,Low,Family,106,2,Cash,9,4,4,0,2,2,100
966,Tonderai Mupunga,32,Male,Chegutu,Medium,Individual,89,0,Cash,7,4,0,2,3,5,71
967,Tendekai Mpofu,24,Female,Marondera,High,Individual,80,2,Cash,3,1,0,0,7,1,62
968,Brian Mutizwa,19,Male,Victoria Falls,High,Family,18,3,Mobile Money,5,5,3,1,6,2,100
969,Precious Chiweshe,26,Male,Bulawayo,Low,Individual,26,3,Ecocash,2,3,2,0,2,4,67
970,Anesu Moyo,20,Male,Kadoma,Medium,Individual,45,0,Ecocash,6,1,3,0,6,4,83
971,Melody Chirinda,29,Male,Chitungwiza,Low,Individual,18,0,Mobile Money,9,5,4,0,2,4,100
972,Tendai Chigumba,50,Male,Kadoma,Low,Individual,116,3,Cash,7,4,4,3,4,4,100
973,Blessing Masuku,39,Male,Victoria Falls,Medium,Individual,108,3,Ecocash,4,2,2,2,6,5,62
974,Fadzai Chiweshe,47,Female,Bindura,High,Individual,91,4,Bank Debit,1,2,2,2,6,2,71
975,Tafadzwa Chigumba,63,Female,Bulawayo,Low,Family,114,2,Ecocash,9,1,3,3,2,3,100
976,Prince Mutsvangwa,23,Male,Norton,Medium,Family,91,5,Cash,6,1,2,1,4,4,73
977,Anesu Mhlanga,28,Male,Chegutu,Low,Family,34,4,Bank Debit,0,0,0,1,3,2,32
978,Tatenda Nkomo,62,Female,Hwange,Medium,Family,55,3,Cash,3,3,3,3,8,5,74
979,Simbarashe Mataruse,28,Female,Norton,High,Individual,91,4,Cash,1,4,1,2,3,4,59
980,Tanaka Mutizwa,21,Male,Chegutu,Medium,Family,11,4,Mobile Money,4,4,3,0,4,2,100
981,Anesu Nkala,43,Male,Kwekwe,High,Family,118,2,Bank Debit,1,5,4,0,4,2,100
982,Rudo Mashiri,46,Female,Bindura,Low,Individual,12,0,Mobile Money,0,4,3,0,4,4,74
983,Shingirai Mupfumi,64,Female,Harare,High,Individual,59,1,Cash,8,1,4,2,4,5,95
984,Simbarashe Chiweshe,53,Female,Gweru,Medium,Family,117,1,Bank Debit,2,3,4,3,3,4,87
985,Rutendo Mpofu,57,Female,Gweru,High,Individual,80,0,Ecocash,6,2,1,1,3,4,70
986,Anesu Mutasa,35,Male,Kadoma,Low,Individual,17,1,Ecocash,9,0,0,1,6,3,69
987,Clive Chirume,18,Female,Marondera,Medium,Family,62,4,Mobile Money,4,5,2,2,4,3,99
988,Tatenda Chikwanda,64,Male,Masvingo,High,Family,87,1,Ecocash,1,0,3,1,5,2,67
989,Tinashe Mutambara,37,Female,Harare,Medium,Individual,89,2,Mobile Money,0,5,1,1,4,3,69
990,Taurai Mupoperi,56,Female,Harare,Medium,Individual,118,5,Mobile Money,0,5,1,3,4,1,85
991,Simbarashe Chikafu,55,Male,Bindura,Low,Family,104,2,Cash,7,2,4,1,3,1,100
992,Rutendo Mutizwa,65,Male,Gweru,Low,Family,96,3,Mobile Money,6,3,3,0,9,2,100
993,Elton Munyai,34,Female,Masvingo,Medium,Family,91,1,Mobile Money,3,2,2,1,8,1,89
994,Taurai Matiza,58,Male,Kariba,Low,Family,30,1,Cash,9,1,3,2,1,2,100
995,Clive Mutambara,22,Female,Norton,Low,Individual,31,5,Bank Debit,0,3,3,0,6,2,83
996,Tonderai Mupinga,71,Female,Kariba,Medium,Family,74,1,Bank Debit,6,3,1,3,6,1,100
997,Elton Mupunga,18,Female,Chegutu,Low,Individual,38,4,Mobile Money,3,5,2,3,7,4,86
998,Farai Chikafu,68,Female,Marondera,High,Individual,101,2,Mobile Money,3,2,4,2,7,5,77
999,Precious Mupfumi,35,Female,Hwange,Medium,Individual,13,3,Mobile Money,4,0,4,3,2,1,100
1000,Takudzwa Munyai,36,Female,Masvingo,High,Family,55,3,Cash,2,3,3,3,3,1,100
1001,Precious Mutizwa,23,Female,Kariba,Low,Individual,110,5,Cash,4,4,3,2,5,1,100
1002,Rutendo Chikafu,30,Male,Bindura,High,Individual,98,0,Ecocash,6,1,0,1,2,4,53
1003,Elton Mutasa,69,Female,Gweru,Medium,Family,84,4,Cash,7,0,1,3,9,2,77
1004,Kundai Chigumba,44,Male,Harare,Low,Family,93,5,Bank Debit,3,5,1,1,6,2,92
1005,Rudo Munyai,37,Male,Masvingo,Low,Family,39,0,Bank Debit,3,2,4,2,4,1,100
1006,Kundai Sibanda,24,Male,Marondera,High,Family,100,3,Bank Debit,9,0,1,3,1,4,73
1007,Tinotenda Dube,44,Male,Bindura,High,Family,117,2,Ecocash,4,0,0,2,6,3,44
1008,Tadiwa Mutizwa,61,Male,Chitungwiza,High,Individual,35,4,Bank Debit,0,4,2,1,3,5,56
1009,Tonderai Mataruse,34,Male,Kadoma,High,Family,111,4,Mobile Money,1,5,1,2,5,2,82
1010,Kundai Mutambara,50,Female,Chitungwiza,Low,Individual,98,2,Bank Debit,6,5,4,0,3,3,100
1011,Rudo Sibanda,63,Male,Masvingo,Medium,Family,46,4,Cash,0,0,4,1,1,2,74
1012,Rumbidzai Munetsi,51,Male,Norton,Low,Family,65,4,Mobile Money,1,2,0,1,1,4,37
1013,Precious Mutsvairo,44,Male,Marondera,High,Individual,37,0,Cash,4,1,1,2,9,4,53
1014,Shamiso Nkomo,47,Male,Kwekwe,High,Individual,62,5,Bank Debit,5,5,3,3,4,5,98
1015,Rudo Mapfumo,21,Female,Mutare,High,Family,119,5,Cash,4,5,2,1,1,3,100
1016,Shingirai Moyo,25,Female,Bindura,Medium,Individual,115,2,Ecocash,3,0,3,0,8,3,69
1017,Elton Chikowore,26,Female,Bulawayo,High,Family,35,1,Ecocash,5,3,4,0,1,5,96
1018,Shamiso Nkomo,39,Male,Marondera,Low,Individual,100,1,Ecocash,0,1,1,1,9,3,41
1019,Rumbidzai Mupoperi,61,Male,Victoria Falls,Low,Family,108,1,Cash,7,1,3,2,1,2,100
1020,Nyarai Mashingaidze,29,Female,Norton,Low,Family,83,2,Cash,8,4,1,2,1,2,100
1021,Takudzwa Mupfudze,62,Male,Masvingo,High,Individual,34,2,Mobile Money,2,2,2,3,9,5,52
1022,Anesu Sibanda,48,Male,Mutare,High,Family,65,4,Ecocash,1,2,3,2,2,3,73
1023,Blessing Mashingaidze,56,Female,Kariba,High,Family,23,4,Bank Debit,5,2,0,0,8,1,79
1024,Tadiwa Ndlovu,45,Male,Victoria Falls,Medium,Individual,85,4,Bank Debit,0,2,0,1,5,1,54
1025,Nyasha Mpofu,26,Male,Hwange,High,Individual,111,3,Mobile Money,9,0,4,3,4,4,100
1026,Simbarashe Ndlovu,19,Male,Masvingo,Low,Family,16,1,Cash,9,0,4,0,1,2,100
1027,Shingirai Moyo,20,Male,Hwange,Medium,Individual,34,5,Bank Debit,5,1,0,2,8,2,64
1028,Fadzai Munyoro,70,Female,Hwange,Low,Family,101,4,Ecocash,7,3,0,0,4,3,80
1029,Tafadzwa Dube,25,Female,Masvingo,High,Individual,44,5,Ecocash,3,4,2,1,6,3,87
1030,Tinotenda Mpofu,21,Male,Kariba,Low,Individual,12,5,Cash,1,4,0,3,7,2,65
1031,Rumbidzai Chikwanda,41,Female,Hwange,Low,Family,70,4,Cash,0,4,0,2,7,2,60
1032,Memory Mutsvairo,38,Male,Chegutu,High,Family,51,1,Mobile Money,1,0,4,2,5,3,69
1033,Tafadzwa Munyoro,29,Female,Kwekwe,Medium,Individual,50,0,Mobile Money,6,4,3,0,7,2,100
1034,Nyarai Chirinda,61,Female,Chegutu,Low,Individual,102,5,Cash,9,4,4,1,9,5,100
1035,Fadzai Masango,59,Female,Masvingo,High,Family,52,0,Ecocash,7,0,1,3,2,3,69
1036,Kudakwashe Mashava,58,Female,Bindura,Medium,Family,91,3,Cash,6,4,4,0,3,1,100
1037,Nyarai Mataruse,51,Female,Gweru,Low,Individual,118,1,Cash,3,3,0,0,5,2,68
1038,Shamiso Mutizwa,61,Female,Masvingo,Medium,Individual,81,1,Bank Debit,8,0,3,2,6,3,94
1039,Shingirai Mutsvangwa,38,Female,Gweru,Medium,Individual,33,1,Mobile Money,3,1,0,2,8,3,46
1040,Tapiwa Sibanda,41,Female,Gweru,Medium,Family,67,5,Ecocash,7,2,4,3,3,1,100
1041,Farai Chikore,69,Female,Chegutu,Medium,Individual,29,0,Mobile Money,9,1,3,0,7,3,100
1042,Prince Dube,64,Female,Chitungwiza,Low,Individual,18,3,Bank Debit,4,5,1,0,4,5,73
1043,Farai Mataruse,21,Male,Hwange,High,Family,83,1,Ecocash,7,3,1,0,7,4,82
1044,Faith Munyai,32,Male,Chegutu,Low,Family,74,3,Cash,5,3,4,1,8,3,100
1045,Memory Chigumba,47,Female,Marondera,Medium,Individual,101,2,Mobile Money,8,0,0,1,2,3,64
1046,Takudzwa Mupfumi,35,Male,Bindura,Low,Family,48,4,Bank Debit,8,5,4,3,1,5,100
1047,Rumbidzai Chikafu,34,Female,Marondera,High,Family,81,5,Bank Debit,2,2,3,1,8,4,70
1048,Anesu Chibanda,24,Female,Hwange,Low,Individual,85,0,Cash,7,0,3,3,2,4,81
1049,Fadzai Masango,26,Female,Kariba,Low,Family,16,5,Ecocash,4,3,2,3,7,3,85
1050,Farai Mashava,31,Female,Gweru,Medium,Individual,100,3,Cash,0,5,2,1,6,2,87
1051,Tanaka Nkala,34,Female,Kadoma,Medium,Individual,47,1,Mobile Money,4,4,2,3,9,5,76
1052,Memory Mutsvangwa,49,Female,Marondera,Medium,Family,106,0,Ecocash,7,2,0,3,8,1,89
1053,Prince Ncube,21,Male,Victoria Falls,High,Family,119,5,Ecocash,3,0,2,0,3,4,51
1054,Taurai Mapfumo,63,Male,Kwekwe,Low,Individual,81,0,Bank Debit,2,2,3,0,9,3,78
1055,Rumbidzai Chikwanda,70,Male,Kadoma,Low,Individual,30,0,Cash,9,4,4,0,5,2,100
1056,Anesu Mpofu,30,Male,Masvingo,Low,Individual,33,4,Bank Debit,3,4,2,0,7,4,79
1057,Brian Mpofu,49,Female,Mutare,High,Individual,76,4,Ecocash,8,5,2,2,8,1,100
1058,Shingirai Masuku,74,Female,Gweru,Low,Individual,30,3,Cash,1,1,4,1,2,1,92
1059,Brian Chikowore,24,Male,Chitungwiza,Medium,Individual,10,2,Cash,9,4,3,2,4,2,100
1060,Tatenda Mataruse,27,Male,Masvingo,Medium,Family,97,5,Bank Debit,1,4,3,1,7,3,87
1061,Tapiwa Chikore,38,Male,Kwekwe,High,Family,88,3,Ecocash,9,1,1,3,7,4,78
1062,Tonderai Mutizwa,45,Male,Bulawayo,Medium,Individual,11,0,Mobile Money,1,5,0,1,3,4,56
1063,Memory Mupfudze,55,Male,Gweru,Low,Family,59,2,Mobile Money,7,3,0,2,8,3,80
1064,Tawanda Nkomo,38,Female,Victoria Falls,High,Family,117,3,Mobile Money,0,4,4,3,9,2,100
1065,Simbarashe Munyoro,45,Female,Hwange,Low,Individual,93,1,Ecocash,1,5,3,3,1,5,80
1066,Nyasha Nkala,18,Male,Kwekwe,Medium,Family,87,2,Bank Debit,5,4,3,0,3,3,100
1067,Precious Mpofu,23,Female,Chitungwiza,High,Family,76,2,Cash,4,0,3,3,8,5,58
1068,Tendai Nkala,71,Male,Hwange,Low,Family,47,0,Bank Debit,5,2,1,2,7,4,65
1069,Shamiso Chigumba,44,Male,Kariba,Medium,Individual,98,1,Bank Debit,0,1,3,2,3,3,61
1070,Faith Nkomo,48,Male,Chitungwiza,High,Individual,49,4,Bank Debit,7,2,4,0,3,5,97
1071,Shingirai Mutambara,18,Female,Masvingo,High,Family,15,1,Mobile Money,4,3,3,3,9,5,79
1072,Simbarashe Mutizwa,68,Female,Mutare,Medium,Family,12,2,Ecocash,7,0,0,1,3,1,75
1073,Tawanda Mashingaidze,52,Male,Mutare,High,Family,90,2,Ecocash,9,3,1,1,6,5,84
1074,Elton Mupinga,36,Female,Bindura,Low,Individual,71,5,Cash,5,5,0,2,4,4,76
1075,Kudakwashe Mupfumi,65,Female,Chegutu,High,Individual,50,0,Bank Debit,3,4,2,2,3,5,71
1076,Shamiso Munetsi,30,Female,Chegutu,Medium,Individual,19,2,Mobile Money,1,5,0,3,1,3,66
1077,Clive Mutasa,49,Male,Bulawayo,Medium,Family,17,2,Mobile Money,4,4,4,1,9,4,100
1078,Shamiso Mapfumo,55,Male,Norton,Low,Family,116,4,Cash,4,5,3,1,9,3,100
1079,Farai Chibanda,43,Male,Norton,Medium,Family,17,3,Ecocash,5,2,4,2,3,2,100
1080,Rutendo Chikore,70,Female,Kadoma,Medium,Family,90,0,Bank Debit,6,1,0,1,6,3,61
1081,Memory Mupunga,26,Female,Chegutu,High,Individual,13,2,Ecocash,1,5,0,2,6,3,64
1082,Rutendo Munyoro,44,Male,Kariba,Medium,Individual,56,5,Cash,4,2,2,1,5,2,86
1083,Tinotenda Mupoperi,62,Female,Kwekwe,Medium,Family,107,4,Ecocash,7,4,3,2,7,1,100
1084,Tariro Mupinga,38,Female,Gweru,High,Individual,96,1,Ecocash,5,4,3,1,9,4,99
1085,Tariro Mupfudze,56,Male,Gweru,Low,Individual,72,1,Ecocash,4,0,1,3,2,2,62
1086,Tinotenda Mupinga,58,Female,Kariba,Low,Individual,49,0,Mobile Money,7,2,0,3,9,4,65
1087,Brian Matiza,35,Female,Harare,High,Individual,105,1,Mobile Money,7,2,1,1,5,2,91
1088,Simba Mutsvangwa,21,Female,Bindura,Medium,Individual,97,5,Bank Debit,4,1,0,2,4,1,67
1089,Natsai Moyo,56,Male,Chegutu,Low,Individual,79,5,Mobile Money,7,3,3,1,1,3,100
1090,Tatenda Chirume,69,Female,Victoria Falls,Low,Individual,57,0,Ecocash,2,2,4,2,1,2,98
1091,Tariro Mhlanga,36,Male,Gweru,Medium,Family,25,0,Mobile Money,7,0,1,0,8,5,53
1092,Tinotenda Masuku,50,Male,Mutare,Medium,Family,32,5,Bank Debit,1,3,2,0,3,3,70
1093,Tinashe Masango,39,Female,Marondera,High,Family,51,0,Cash,9,5,4,1,9,5,100
1094,Tariro Mupfumi,46,Female,Kadoma,Medium,Individual,105,2,Cash,4,5,1,2,2,4,81
1095,Tonderai Mashingaidze,46,Male,Marondera,High,Individual,94,0,Mobile Money,4,3,0,1,5,5,49
1096,Blessing Mapfumo,72,Female,Hwange,Medium,Family,32,0,Ecocash,2,1,1,3,7,1,67
1097,Tendai Chikowore,52,Male,Kwekwe,High,Individual,117,0,Mobile Money,2,1,3,2,3,5,55
1098,Taurai Mupfudze,34,Female,Chitungwiza,High,Individual,79,5,Bank Debit,4,3,3,3,3,3,95
1099,Simbarashe Mutizwa,67,Female,Hwange,Medium,Individual,34,4,Bank Debit,5,5,1,0,2,1,100
1100,Tanaka Nkomo,70,Female,Marondera,Low,Individual,91,3,Mobile Money,2,3,2,2,3,2,83
1101,Tadiwa Chiweshe,62,Female,Kariba,High,Family,111,2,Bank Debit,7,4,0,2,5,3,87
1102,Anesu Chikwanda,44,Male,Mutare,Low,Individual,97,1,Ecocash,9,2,1,2,6,4,85
1103,Tapiwa Mhlanga,38,Male,Bindura,Medium,Family,15,3,Mobile Money,1,2,4,3,3,3,83
1104,Tendai Mutsvairo,50,Male,Kadoma,High,Family,40,4,Cash,7,1,4,3,1,4,100
1105,Tariro Munetsi,20,Female,Kwekwe,High,Family,96,5,Ecocash,9,0,4,0,2,3,100
1106,Tariro Moyo,24,Male,Kariba,Low,Individual,35,1,Cash,7,3,3,2,1,1,100
1107,Ashley Munyai,29,Female,Harare,Low,Family,13,1,Cash,0,4,4,3,6,4,84
1108,Tafadzwa Sibanda,27,Female,Gweru,Low,Family,103,4,Bank Debit,0,3,3,3,5,1,91
1109,Simbarashe Chikafu,50,Female,Kwekwe,High,Individual,14,2,Ecocash,0,4,3,1,4,2,90
1110,Tadiwa Mupfumi,25,Female,Norton,High,Individual,47,1,Cash,8,2,1,3,2,2,96
1111,Tadiwa Chikore,30,Male,Chitungwiza,High,Family,103,0,Bank Debit,6,3,1,3,4,2,93
1112,Kundai Mutizwa,70,Male,Kariba,Medium,Family,107,2,Cash,8,0,1,0,2,5,58
1113,Kudzai Mapfumo,30,Male,Chitungwiza,Low,Individual,81,0,Ecocash,1,2,4,2,9,4,75
1114,Anesu Chibanda,34,Female,Victoria Falls,Low,Individual,46,1,Ecocash,8,4,4,2,1,1,100
1115,Farai Mapfumo,73,Male,Harare,Medium,Family,70,5,Cash,5,1,0,1,4,2,64
1116,Tinashe Mupinga,19,Male,Hwange,Low,Individual,61,0,Cash,7,2,1,2,5,4,75
1117,Taurai Mutambara,37,Male,Masvingo,Medium,Individual,22,1,Bank Debit,2,2,0,2,1,4,42
1118,Tafadzwa Ncube,66,Male,Hwange,Low,Family,31,0,Ecocash,2,1,4,3,2,1,97
1119,Tapiwa Nkala,32,Female,Hwange,High,Individual,45,3,Bank Debit,4,5,4,0,1,2,100
1120,Natsai Ndlovu,21,Male,Hwange,Low,Family,22,0,Bank Debit,7,0,1,3,3,5,53
1121,Shamiso Munetsi,65,Male,Harare,Medium,Individual,33,2,Ecocash,3,1,2,0,8,1,82
1122,Blessing Mashiri,35,Female,Norton,Low,Family,54,2,Ecocash,8,0,3,1,4,4,86
1123,Tinashe Mapfumo,52,Male,Kadoma,Low,Family,57,1,Bank Debit,4,3,1,3,4,1,91
1124,Tawanda Mutsvairo,55,Female,Masvingo,Low,Family,112,5,Ecocash,6,2,3,1,4,3,98
1125,Anesu Matiza,65,Male,Masvingo,Medium,Family,72,5,Ecocash,5,0,2,1,4,3,69
1126,Simba Ndlovu,32,Male,Norton,Medium,Individual,92,0,Bank Debit,1,5,1,2,7,5,58
1127,Ashley Dube,64,Female,Bulawayo,Medium,Family,93,2,Cash,1,5,3,1,7,2,100
1128,Simbarashe Mupinga,42,Female,Kwekwe,Low,Individual,87,3,Mobile Money,5,0,4,0,7,3,89
1129,Tonderai Chibanda,41,Female,Bindura,Medium,Family,112,5,Ecocash,9,1,0,2,4,3,76
1130,Simba Mupamhanga,52,Female,Norton,High,Family,54,3,Mobile Money,6,2,4,2,9,5,92
1131,Tapiwa Chikore,19,Male,Masvingo,Medium,Individual,104,0,Ecocash,2,4,4,0,3,5,86
1132,Tapiwa Mutsvangwa,23,Male,Victoria Falls,High,Family,37,5,Cash,1,4,3,1,6,1,100
1133,Tanaka Mashiri,62,Male,Chegutu,Medium,Family,65,0,Cash,2,5,1,2,6,4,71
1134,Kundai Matiza,21,Male,Norton,Low,Family,83,1,Cash,5,0,0,1,3,2,57
1135,Clive Chikafu,56,Female,Gweru,Low,Individual,48,3,Cash,3,0,1,1,9,2,57
1136,Tinotenda Chigumba,65,Female,Marondera,Low,Family,60,0,Ecocash,8,3,0,1,6,2,93
1137,Farai Chikwanda,34,Female,Bulawayo,Medium,Family,44,5,Mobile Money,7,1,3,3,9,2,100
1138,Nyarai Chikwanda,66,Female,Kadoma,High,Family,56,1,Ecocash,8,2,4,3,2,2,100
1139,Taurai Matiza,37,Female,Kadoma,Medium,Family,40,5,Ecocash,8,4,0,3,4,2,100
1140,Tafadzwa Mupinga,72,Male,Gweru,Medium,Family,53,3,Mobile Money,4,5,2,3,3,5,83
1141,Memory Mupunga,50,Female,Kwekwe,High,Individual,59,5,Cash,0,0,4,2,7,2,72
1142,Tendai Mupinga,38,Male,Chegutu,Medium,Family,19,2,Cash,2,2,3,3,2,2,86
1143,Rudo Mpofu,28,Female,Mutare,Medium,Family,59,5,Ecocash,9,4,2,0,9,2,100
1144,Kudakwashe Mpofu,34,Female,Kadoma,Medium,Individual,49,5,Mobile Money,7,1,4,2,7,5,90
1145,Rudo Nkala,59,Male,Kwekwe,Medium,Family,77,1,Ecocash,4,4,0,1,7,1,88
1146,Simbarashe Mashingaidze,67,Female,Victoria Falls,High,Individual,24,1,Ecocash,9,4,2,2,1,1,100
1147,Prince Moyo,53,Male,Victoria Falls,High,Family,44,5,Ecocash,4,5,4,0,5,5,100
1148,Brian Chigumba,50,Female,Kwekwe,High,Family,80,3,Cash,5,2,4,3,2,5,87
1149,Ashley Mpofu,71,Male,Chitungwiza,Medium,Family,90,0,Mobile Money,5,3,1,0,4,4,72
1150,Tafadzwa Chikwanda,18,Male,Bindura,High,Family,39,2,Bank Debit,0,5,3,1,8,4,81
1151,Rudo Mutasa,47,Male,Bulawayo,Low,Family,77,0,Mobile Money,8,4,0,2,4,5,76
1152,Farai Nkala,62,Female,Marondera,Low,Individual,56,5,Bank Debit,6,4,0,3,4,3,82
1153,Anesu Mashiri,50,Male,Bulawayo,Medium,Family,16,3,Cash,8,5,0,1,2,1,100
1154,Tadiwa Matiza,65,Female,Gweru,High,Family,84,5,Bank Debit,0,2,2,2,2,4,50
1155,Memory Munyai,70,Male,Marondera,High,Family,20,2,Cash,4,2,4,2,9,5,82
1156,Simbarashe Masuku,40,Female,Harare,High,Family,101,1,Ecocash,8,3,0,2,5,5,69
1157,Shingirai Mupoperi,21,Male,Chitungwiza,Medium,Individual,25,5,Bank Debit,5,2,4,2,6,1,100
1158,Kudakwashe Mutizwa,48,Male,Bindura,High,Family,77,4,Cash,3,0,0,3,3,5,23
1159,Tapiwa Sibanda,62,Male,Kwekwe,Low,Family,36,5,Cash,0,0,3,1,8,4,46
1160,Fadzai Mupfudze,19,Female,Kadoma,Low,Family,20,3,Bank Debit,4,1,3,1,3,1,97
1161,Tapiwa Nkomo,63,Female,Kadoma,Medium,Individual,30,2,Bank Debit,8,4,4,0,8,4,100
1162,Tafadzwa Mpofu,28,Female,Chegutu,High,Family,52,1,Bank Debit,7,5,2,2,2,2,100
1163,Ashley Moyo,70,Male,Mutare,High,Individual,113,3,Bank Debit,5,3,3,1,3,2,100
1164,Tendekai Mupoperi,46,Male,Bindura,Medium,Individual,17,5,Ecocash,6,2,4,1,5,4,100
1165,Tendai Mupamhanga,73,Male,Kadoma,Low,Individual,63,2,Mobile Money,9,1,2,3,1,2,100
1166,Ashley Mashiri,36,Female,Harare,Low,Individual,97,0,Cash,8,1,0,3,8,4,63
1167,Tonderai Masango,37,Female,Norton,Medium,Family,86,5,Bank Debit,0,1,0,2,1,4,25
1168,Tinashe Mupunga,41,Female,Bulawayo,Medium,Individual,86,5,Ecocash,2,2,1,2,1,5,44
1169,Brian Mupoperi,35,Female,Mutare,Medium,Family,32,1,Bank Debit,4,1,0,1,5,4,43
1170,Tinashe Chikwanda,38,Male,Kadoma,Low,Individual,70,4,Bank Debit,2,3,2,1,7,2,83
1171,Tendai Sibanda,62,Female,Bulawayo,Medium,Individual,90,4,Mobile Money,7,0,1,0,4,2,77
1172,Tawanda Chikwanda,67,Male,Chitungwiza,Low,Individual,103,2,Cash,5,0,4,3,7,4,81
1173,Tafadzwa Mapfumo,31,Male,Harare,Low,Individual,56,3,Cash,4,2,4,0,9,5,82
1174,Blessing Mupunga,18,Female,Mutare,Low,Individual,67,0,Cash,8,4,0,0,8,3,92
1175,Natsai Munetsi,47,Male,Mutare,Medium,Family,99,4,Mobile Money,9,4,0,3,4,3,97
1176,Clive Nkala,65,Male,Harare,Low,Individual,15,2,Mobile Money,6,4,3,2,2,4,100
1177,Clive Mupamhanga,33,Female,Mutare,Low,Family,69,2,Mobile Money,4,0,4,1,2,5,68
1178,Elton Mapfumo,67,Male,Bulawayo,Low,Individual,42,3,Cash,2,4,3,2,3,4,84
1179,Rudo Chirinda,69,Female,Mutare,Medium,Individual,32,5,Mobile Money,7,5,1,1,8,3,100
1180,Tinashe Chibanda,36,Female,Harare,Low,Family,62,3,Ecocash,9,4,1,0,8,4,99
1181,Memory Mupunga,62,Female,Marondera,Medium,Family,60,5,Ecocash,3,2,2,3,8,5,57
1182,Shamiso Mupoperi,61,Female,Norton,Medium,Family,86,3,Mobile Money,2,3,1,0,1,2,75
1183,Kundai Chibanda,53,Male,Harare,High,Family,109,4,Bank Debit,1,1,0,2,4,1,52
1184,Brian Munyai,26,Female,Chitungwiza,Medium,Family,81,1,Ecocash,6,0,4,3,7,3,94
1185,Faith Mutsvangwa,73,Male,Gweru,Medium,Family,21,4,Bank Debit,6,3,1,3,4,2,93
1186,Memory Masango,68,Male,Victoria Falls,Medium,Individual,26,1,Bank Debit,6,5,4,1,8,2,100
1187,Tendai Mashingaidze,24,Male,Marondera,Low,Individual,110,3,Cash,5,1,4,2,6,2,100
1188,Tonderai Munyoro,28,Male,Chegutu,Medium,Individual,86,1,Cash,2,1,0,3,4,2,49
1189,Clive Mashiri,42,Male,Kwekwe,Medium,Individual,23,4,Ecocash,5,0,4,1,4,1,100
1190,Simbarashe Mataruse,72,Female,Norton,Medium,Family,95,3,Cash,4,2,3,3,1,1,100
1191,Elton Chikore,55,Male,Chitungwiza,Medium,Family,81,1,Mobile Money,5,4,0,2,5,1,93
